,POLTITICAL_UNIT,NAME,WGMS_ID,RIVER_BASIN,FREE_POSITION,LOCAL_CODE,LOCAL_PSFG,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,REGION,SUBREGION,GLIMS_ID,RGI_ID
705,CH,STOCKHORN-W,5290,,,,,,,46.383598,7.865,,,,,,,,Central Europe,Alps,G007864E46384N,RGI50-11.02143
706,CH,UESSRE BALTSCHIEDER (PART OF B34/06N),5291,,,,,,,46.397098,7.8612,,,,,,,,Central Europe,Alps,G007865E46400N,RGI50-11.02006
707,CH,INNRE BALTSCHIEDER (PART OF B34/06N),5292,,,,,,,46.4086,7.89381,,,,,,,,Central Europe,Alps,G007891E46406N,RGI50-11.01986
708,CH,TIEREGGHORN-NE,5293,,,,,,,46.3755,7.86104,,,,,,,,Central Europe,Alps,G007862E46375N,RGI50-11.02179
709,CH,TIEREGGSATTEL-E,5294,,,,,,,46.385399,7.85851,,,,,,,,Central Europe,Alps,G007859E46386N,RGI50-11.02137
710,CH,BREITHORN-SE,5295,,,,,,,46.414002,7.90296,,,,,,,,Central Europe,Alps,G007903E46414N,RGI50-11.01827
711,CH,GREDETSCHHORLI-SW (PART OF B34/06N),5296,,,,,,,46.4086,7.90681,,,,,,,,Central Europe,Alps,G007905E46409N,RGI50-11.02019
712,CH,GREDETSCH-W,5297,,,,,,,46.4104,7.91463,,,,,,,,Central Europe,Alps,G007912E46412N,RGI50-11.02007
713,CH,GREDETSCH-E,5298,,,,,,,46.408501,7.92892,,,,,,,,Central Europe,Alps,G007928E46410N,RGI50-11.02015
714,CH,GAENDERHORN-NW,5299,,,,,,,46.398602,7.93533,,,,,,,,Central Europe,Alps,G007936E46398N,
715,CH,UNNERBAECH-W,5300,,,,,,,46.4021,7.94316,,,,,,,,Central Europe,Alps,G007941E46403N,RGI50-11.02050
716,CH,UNNERBAECH-MITTE (PART OF B35/15N),5301,,,,,,,46.4048,7.95099,,,,,,,,Central Europe,Alps,G007950E46405N,RGI50-11.02047
717,CH,UNNERBAECH-E (PART OF B35/15N),5302,,,,,,,46.406601,7.96011,,,,,,,,Central Europe,Alps,G007960E46407N,RGI50-11.02036
718,CH,NESTHORN-SW,5303,,,,,,,46.411202,7.92244,,,,,,,,Central Europe,Alps,G007922E46411N,
719,CH,UNTERBAECHHORN-W,5304,,,,,,,46.4067,7.9328,,,,,,,,Central Europe,Alps,G007933E46406N,
720,CH,UNTERBAECHHORN-SW,5305,,,,,,,46.403999,7.93538,,,,,,,,Central Europe,Alps,G007935E46405N,
721,CH,HOHSTOCK-W (TOTAL),5306,,,,,,,46.405701,7.9549,,,,,,,,Central Europe,Alps,G007955E46406N,RGI50-11.02040
722,CH,KORTAELLI,5307,,,,,,,46.409199,7.96534,,,,,,,,Central Europe,Alps,G007965E46409N,RGI50-11.02029
723,CH,NAMENLOS VS,5308,,,,,,,46.405701,7.9484,,,,,,,,Central Europe,Alps,G007949E46406N,
724,CH,NAMENLOS VS,5309,,,,,,,46.421101,7.93554,,,,,,,,Central Europe,Alps,G007935E46421N,
725,CH,BEICHSPITZA-E (PART OF B36/01),5310,,,,,,,46.433701,7.91874,,,,,,,,Central Europe,Alps,G007918E46433N,RGI50-11.01921
726,CH,BEICHGRAT-SE-I (PART OF B36/01),5311,,,,,,,46.438202,7.92789,,,,,,,,Central Europe,Alps,G007926E46439N,RGI50-11.01910
727,CH,BEICHGRAT-SE-II (PART OF B36/01),5312,,,,,,,46.440899,7.93181,,,,,,,,Central Europe,Alps,G007931E46440N,RGI50-11.01905
728,CH,SUEDL. WYSSHORN-SW,5313,,,,,,,46.438999,7.95262,,,,,,,,Central Europe,Alps,G007952E46438N,
729,CH,SUEDL. WYSSHORN-S,5314,,,,,,,46.434502,7.95257,,,,,,,,Central Europe,Alps,G007952E46435N,RGI50-11.01917
730,CH,DISTEL,5315,,,,,,,46.4389,7.95912,,,,,,,,Central Europe,Alps,G007957E46440N,RGI50-11.01906
731,CH,WYSSHORN-E (PART OF B36/01),5316,,,,,,,46.444302,7.95917,,,,,,,,Central Europe,Alps,G007956E46445N,RGI50-11.01892
732,CH,KLEINES ALETSCHHORN-S,5317,,,,,,,46.4632,7.97628,,,,,,,,Central Europe,Alps,G007976E46464N,RGI50-11.01837
733,CH,GROSS FUSSHORN-NW (PART OF B36/01),5318,,,,,,,46.432499,7.99289,,,,,,,,Central Europe,Alps,G007991E46433N,RGI50-11.01923
734,CH,GROSS FUSSHORN-SW (GROUP OF GLACIERETS),5319,,,,,,,46.428001,7.99414,,,,,,,,Central Europe,Alps,G007996E46427N,
735,CH,VORD. ZENBAECHENHORN-NE,5320,,,,,,,46.435799,8.04107,,,,,,,,Central Europe,Alps,G008041E46436N,
736,CH,ZENBAECHENHORN-E,5321,,,,,,,46.440399,8.03591,,,,,,,,Central Europe,Alps,G008035E46440N,RGI50-11.01907
737,CH,OLMENHORN-N,5322,,,,,,,46.457401,8.04912,,,,,,,,Central Europe,Alps,G008051E46457N,RGI50-11.01854
738,CH,KLEINES DREIECKHORN-SE,5323,,,,,,,46.4655,8.04009,,,,,,,,Central Europe,Alps,G008038E46466N,RGI50-11.01833
739,CH,KLEINES DREIECKHORN-E (PART OF B36/49N),5324,,,,,,,46.470902,8.04146,,,,,,,,Central Europe,Alps,G008038E46471N,RGI50-11.01817
740,CH,KLEINES DREIECKHORN-NE (PART OF B36/49N),5325,,,,,,,46.475498,8.0363,,,,,,,,Central Europe,Alps,G008035E46474N,RGI50-11.01800
741,CH,NAMENLOS VS,5326,,,,,,,46.494701,7.96617,,,,,,,,Central Europe,Alps,G007965E46495N,RGI50-11.01450
742,CH,NAMENLOS VS,5327,,,,,,,46.5098,8.00801,,,,,,,,Central Europe,Alps,G008010E46509N,RGI50-11.01619
743,CH,CHAMM-SW VS,5328,,,,,,,46.5004,8.07696,,,,,,,,Central Europe,Alps,G008077E46500N,RGI50-11.01684
744,CH,NESTHORN-N,5329,,,,,,,46.413898,7.92637,,,,,,,,Central Europe,Alps,G007927E46414N,RGI50-11.01827
745,CH,BEICHGRAT-SE-III,5330,,,,,,,46.439999,7.9305,,,,,,,,Central Europe,Alps,G007930E46440N,RGI50-11.01905
746,CH,BEICHGRAT-SE-IV (GROUP OF GLACIERETS),5331,,,,,,,46.442699,7.93443,,,,,,,,Central Europe,Alps,G007935E46443N,RGI50-11.01898
747,CH,TORBERG-NE,5332,,,,,,,46.433601,7.95907,,,,,,,,Central Europe,Alps,G007959E46433N,
748,CH,SCHINHORN-NE,5333,,,,,,,46.452499,7.94754,,,,,,,,Central Europe,Alps,G007948E46453N,RGI50-11.01867
749,CH,SATTELHORN-SW,5334,,,,,,,46.466801,7.96329,,,,,,,,Central Europe,Alps,G007963E46467N,
750,CH,ROTSTOCK-W VS,5335,,,,,,,46.4352,7.99942,,,,,,,,Central Europe,Alps,G008001E46435N,
751,CH,FUSSHOERNER-W,5336,,,,,,,46.4235,7.998,,,,,,,,Central Europe,Alps,G007999E46424N,
752,CH,ALETSCHHORN-N,5337,,,,,,,46.467602,7.99455,,,,,,,,Central Europe,Alps,G007995E46467N,RGI50-11.01828
753,CH,OLMENHORN-E,5338,,,,,,,46.452801,8.05818,,,,,,,,Central Europe,Alps,G008058E46453N,
754,CH,GRUENEGG-NE (PART OF B36/49N),5339,,,,,,,46.5131,8.06147,,,,,,,,Central Europe,Alps,G008060E46512N,RGI50-11.01602
755,CH,GRUENHOERNLI-NW,5340,,,,,,,46.519299,8.08109,,,,,,,,Central Europe,Alps,G008080E46519N,
756,CH,FIESCHER GABELHORN-NE,5341,,,,,,,46.506699,8.08745,,,,,,,,Central Europe,Alps,G008088E46507N,RGI50-11.01640
757,CH,CHAMM-NW,5342,,,,,,,46.504002,8.07309,,,,,,,,Central Europe,Alps,G008073E46504N,
758,CH,CHAMM-SW VS,5343,,,,,,,46.4995,8.07304,,,,,,,,Central Europe,Alps,G008073E46499N,
759,CH,SENFSPITZE-S,5344,,,,,,,46.4706,8.10004,,,,,,,,Central Europe,Alps,G008099E46470N,RGI50-11.01825
760,CH,SENFSPITZE-E,5345,,,,,,,46.472401,8.10657,,,,,,,,Central Europe,Alps,G008106E46475N,RGI50-11.01809
761,CH,KLEIN WANNENHORN-S,5346,,,,,,,46.479599,8.10536,,,,,,,,Central Europe,Alps,G008105E46480N,RGI50-11.01784
762,CH,KLEIN WANNENHORN-SE,5347,,,,,,,46.4786,8.11186,,,,,,,,Central Europe,Alps,G008111E46480N,RGI50-11.01782
763,CH,TRIFT-SW,5348,,,,,,,46.487598,8.11067,,,,,,,,Central Europe,Alps,G008110E46487N,RGI50-11.01719
764,CH,FINSTERAARHORN-S (PART OF B40/14N),5349,,,,,,,46.5289,8.12552,,,,,,,,Central Europe,Alps,G008122E46528N,RGI50-11.01545
765,CH,WASENHORN-S,5350,,,,,,,46.4963,8.16418,,,,,,,,Central Europe,Alps,G008164E46496N,
766,CH,SENFSPITZE-SE,5351,,,,,,,46.472401,8.10137,,,,,,,,Central Europe,Alps,G008102E46471N,
767,CH,SENFSPITZE-NE,5352,,,,,,,46.475102,8.1027,,,,,,,,Central Europe,Alps,G008103E46474N,
768,CH,TRIFT-NE,5353,,,,,,,46.493801,8.12507,,,,,,,,Central Europe,Alps,G008126E46496N,
769,CH,GEMSCHLICKE-W (PART OF B40/16N),5354,,,,,,,46.520698,8.14105,,,,,,,,Central Europe,Alps,G008140E46521N,
770,CH,FINSTERAARROTHORN-E,5355,,,,,,,46.518002,8.15275,,,,,,,,Central Europe,Alps,G008153E46518N,RGI50-11.01591
771,CH,OBERAARHORN-S,5356,,,,,,,46.529499,8.17375,,,,,,,,Central Europe,Alps,G008174E46531N,
772,CH,HANGEND VS,5357,,,,,,,46.491798,8.16933,,,,,,,,Central Europe,Alps,G008169E46491N,RGI50-11.01733
773,CH,WASENHORN-E (PART OF B41/13N),5358,,,,,,,46.498001,8.17202,,,,,,,,Central Europe,Alps,G008171E46498N,
774,CH,VORD. GALMIHORN-SW (PART OF B41/13N),5359,,,,,,,46.503399,8.18252,,,,,,,,Central Europe,Alps,G008182E46504N,RGI50-11.01667
775,CH,BAECHI,5360,,,,,,,46.508701,8.19171,,,,,,,,Central Europe,Alps,G008191E46509N,RGI50-11.01623
776,CH,WASENHORN-SE (PART OF B41/13N),5361,,,,,,,46.4963,8.16809,,,,,,,,Central Europe,Alps,G008168E46496N,
777,CH,OBERLICKE-SE (PART OF B41/13N),5362,,,,,,,46.502499,8.17599,,,,,,,,Central Europe,Alps,G008175E46501N,
778,CH,GAELMINJIHOERNER-W (PART OF B41/13N),5363,,,,,,,46.500702,8.18639,,,,,,,,Central Europe,Alps,G008187E46500N,
779,CH,GAESTENGRAT,5364,,,,,,,46.587502,8.36505,,,,,,,,Central Europe,Alps,G008364E46590N,
780,CH,GAERSTENLICKE,5365,,,,,,,46.599201,8.36525,,,,,,,,Central Europe,Alps,G008364E46599N,RGI50-11.01336
781,CH,GALENGRAT-N (PART OF B43/03),5366,,,,,,,46.611401,8.41637,,,,,,,,Central Europe,Alps,G008416E46612N,RGI50-11.01326
782,CH,GALENGRAT-S (ONLY '73),5367,,,,,,,46.6078,8.415,,,,,,,,Central Europe,Alps,G008415E46608N,RGI50-11.01337
783,CH,SIDELEN-N (PART OF B43/07),5368,,,,,,,46.5998,8.40181,,,,,,,,Central Europe,Alps,G008405E46600N,
784,CH,SIDELENGRAT-W,5369,,,,,,,46.598,8.40569,,,,,,,,Central Europe,Alps,G008407E46599N,RGI50-11.01372
785,CH,SIDELENGRAT-S,5370,,,,,,,46.5872,8.40419,,,,,,,,Central Europe,Alps,G008405E46587N,
786,CH,GAERSTENLICKE-N (PART OF B43/03),5371,,,,,,,46.611698,8.37199,,,,,,,,Central Europe,Alps,G008371E46612N,RGI50-11.01325
787,CH,GALEN (PART OF B43/07),5372,,,,,,,46.605099,8.40973,,,,,,,,Central Europe,Alps,G008411E46608N,
788,CH,STOTZIG MUTTENHORN,5373,,,,,,,46.5383,8.44113,,,,,,,,Central Europe,Alps,G008441E46539N,RGI50-11.01532
789,CH,SAAS,5374,,,,,,,46.532902,8.44233,,,,,,,,Central Europe,Alps,G008442E46532N,RGI50-11.01542
790,CH,SAASHOERNER-N,5375,,,,,,,46.529301,8.43575,,,,,,,,Central Europe,Alps,G008436E46529N,
791,CH,WITENWASSEREN-W,5376,,,,,,,46.5299,8.46835,,,,,,,,Central Europe,Alps,G008470E46530N,RGI50-11.01553
792,CH,GEREN,5377,,,,,,,46.524502,8.46824,,,,,,,,Central Europe,Alps,G008466E46522N,RGI50-11.01567
793,CH,P. ROTONDO W GHIACCIAIO DEL,5378,,,,,,,46.512001,8.45758,,,,,,,,Central Europe,Alps,G008458E46511N,RGI50-11.01615
794,CH,CHUEEBODEN-II,5379,,,,,,,46.501301,8.44826,,,,,,,,Central Europe,Alps,G008446E46499N,RGI50-11.01676
795,CH,CHUEEBODEN-III,5380,,,,,,,46.497799,8.43908,,,,,,,,Central Europe,Alps,G008437E46497N,
796,CH,SIDELEN-E,5381,,,,,,,46.499699,8.4339,,,,,,,,Central Europe,Alps,G008433E46499N,
797,CH,SIDELEN-W,5382,,,,,,,46.497101,8.42213,,,,,,,,Central Europe,Alps,G008419E46496N,
798,CH,BLASEN-E,5383,,,,,,,46.5,8.38961,,,,,,,,Central Europe,Alps,G008388E46499N,RGI50-11.01696
799,CH,BLASEN-W,5384,,,,,,,46.5019,8.38313,,,,,,,,Central Europe,Alps,G008382E46501N,RGI50-11.01680
800,CH,BLASEN-III,5385,,,,,,,46.5028,8.37663,,,,,,,,Central Europe,Alps,G008374E46501N,
801,CH,CHILCHWENG,5386,,,,,,,46.492802,8.38948,,,,,,,,Central Europe,Alps,G008386E46494N,
802,CH,NUFENENSTOCK-W,5387,,,,,,,46.468601,8.38645,,,,,,,,Central Europe,Alps,G008385E46468N,
803,CH,RITZHOERNER-N,5388,,,,,,,46.454601,8.33805,,,,,,,,Central Europe,Alps,G008338E46455N,
804,CH,RITZ,5389,,,,,,,46.4529,8.32631,,,,,,,,Central Europe,Alps,G008325E46453N,RGI50-11.01864
805,CH,MEREZEBACH-W,5390,,,,,,,46.444,8.31054,,,,,,,,Central Europe,Alps,G008310E46444N,
806,CH,SULZ,5391,,,,,,,46.433201,8.30907,,,,,,,,Central Europe,Alps,G008311E46433N,RGI50-11.01929
807,CH,NUFENENSTOCK-N,5392,,,,,,,46.468498,8.38906,,,,,,,,Central Europe,Alps,G008390E46469N,
808,CH,FUELHORN-NW,5393,,,,,,,46.4617,8.35249,,,,,,,,Central Europe,Alps,G008353E46461N,
809,CH,MEREZEBACH-E,5394,,,,,,,46.448399,8.31712,,,,,,,,Central Europe,Alps,G008318E46449N,
810,CH,BLINNEN-E,5395,,,,,,,46.413601,8.29054,,,,,,,,Central Europe,Alps,G008292E46414N,RGI50-11.02010
811,CH,BLINNEN-SE,5396,,,,,,,46.41,8.29049,,,,,,,,Central Europe,Alps,G008297E46408N,RGI50-11.02031
812,CH,BLINNEN-III (PART OF B45/09),5397,,,,,,,46.4146,8.27625,,,,,,,,Central Europe,Alps,G008276E46414N,RGI50-11.01999
813,CH,HERCHUMME,5398,,,,,,,46.419201,8.25941,,,,,,,,Central Europe,Alps,G008259E46420N,
814,CH,FAELDBACH,5399,,,,,,,46.407398,8.26444,,,,,,,,Central Europe,Alps,G008262E46410N,RGI50-11.02037
815,CH,STRAHLGRAET-NW,5400,,,,,,,46.408199,8.28786,,,,,,,,Central Europe,Alps,G008289E46408N,RGI50-11.02012
816,CH,TURBE (PART OF B46/29N),5401,,,,,,,46.406399,8.28523,,,,,,,,Central Europe,Alps,G008287E46406N,
817,CH,HOHSANDHORN-SW (PART OF B46/29N),5402,,,,,,,46.400902,8.30205,,,,,,,,Central Europe,Alps,G008302E46401N,RGI50-11.02079
818,CH,TAELLI-N,5403,,,,,,,46.394501,8.31235,,,,,,,,Central Europe,Alps,G008313E46395N,RGI50-11.02103
819,CH,SCHIN,5404,,,,,,,46.362499,8.255961,,,,,,,,Central Europe,Alps,G008255E46363N,
820,CH,SCHWARZHORN-W VS,5405,,,,,,,46.332199,8.22173,,,,,,,,Central Europe,Alps,G008221E46333N,RGI50-11.02251
821,CH,WANNI,5406,,,,,,,46.3232,8.21771,,,,,,,,Central Europe,Alps,G008217E46322N,
822,CH,HELSENHORN-N,5407,,,,,,,46.306301,8.19151,,,,,,,,Central Europe,Alps,G008191E46306N,
823,CH,HELSE-S,5408,,,,,,,46.3027,8.18497,,,,,,,,Central Europe,Alps,G008186E46302N,RGI50-11.02295
824,CH,HILLE,5409,,,,,,,46.303001,8.14343,,,,,,,,Central Europe,Alps,G008142E46303N,RGI50-11.02294
825,CH,MAETTITAL,5410,,,,,,,46.306702,8.13699,,,,,,,,Central Europe,Alps,G008138E46307N,RGI50-11.02287
826,CH,SAFLISCHTAL-S,5411,,,,,,,46.3148,8.1306,,,,,,,,Central Europe,Alps,G008131E46315N,
827,CH,RAPPE,5412,,,,,,,46.410999,8.26709,,,,,,,,Central Europe,Alps,G008266E46412N,RGI50-11.02016
828,CH,TAELLI-S,5413,,,,,,,46.387299,8.31093,,,,,,,,Central Europe,Alps,G008311E46388N,RGI50-11.02136
829,CH,OFENHORN-W,5414,,,,,,,46.384602,8.30829,,,,,,,,Central Europe,Alps,G008308E46384N,
830,CH,UNTER-SCHINHORN-NW,5415,,,,,,,46.361698,8.24945,,,,,,,,Central Europe,Alps,G008248E46360N,
831,CH,ROTHORN-NW,5416,,,,,,,46.341,8.24264,,,,,,,,Central Europe,Alps,G008242E46342N,
832,CH,SCHWARZHORN-NE,5417,,,,,,,46.336601,8.22699,,,,,,,,Central Europe,Alps,G008227E46336N,RGI50-11.02250
833,CH,FLESCHHORN-N,5418,,,,,,,46.3349,8.21658,,,,,,,,Central Europe,Alps,G008216E46335N,
834,CH,HELSE-E,5419,,,,,,,46.3135,8.18641,,,,,,,,Central Europe,Alps,G008187E46313N,
835,CH,HELSE-N,5420,,,,,,,46.304699,8.18305,,,,,,,,Central Europe,Alps,G008182E46305N,RGI50-11.02292
836,CH,RITTERPASS-W,5421,,,,,,,46.298401,8.15895,,,,,,,,Central Europe,Alps,G008158E46298N,RGI50-11.02313
837,CH,CHUMMIBORT-S,5422,,,,,,,46.303799,8.15513,,,,,,,,Central Europe,Alps,G008155E46303N,RGI50-11.02296
838,CH,HILLEHORN-N,5423,,,,,,,46.305698,8.14217,,,,,,,,Central Europe,Alps,G008142E46306N,
839,CH,BORTEL,5424,,,,,,,46.294201,8.12126,,,,,,,,Central Europe,Alps,G008122E46295N,RGI50-11.02315
840,CH,TUNNELSPITZ-NW,5425,,,,,,,46.2701,8.08982,,,,,,,,Central Europe,Alps,G008089E46270N,
841,CH,TUNNELSPITZ-NE,5426,,,,,,,46.275398,8.09767,,,,,,,,Central Europe,Alps,G008098E46275N,
842,CH,WASUHORN-NW,5427,,,,,,,46.268299,8.08461,,,,,,,,Central Europe,Alps,G008085E46268N,
843,CH,GAMSA (PART OF B50/06N),5428,,,,,,,46.189602,7.98912,,,,,,,,Central Europe,Alps,G007989E46189N,RGI50-11.02432
844,CH,MATTWALD,5429,,,,,,,46.1833,7.99165,,,,,,,,Central Europe,Alps,G007990E46183N,RGI50-11.02440
845,CH,JEGIGRAT-N,5430,,,,,,,46.162701,7.98238,,,,,,,,Central Europe,Alps,G007983E46162N,RGI50-11.02487
846,CH,FLETSCHHORN-N (PART OF B51/19N),5431,,,,,,,46.163502,7.99533,,,,,,,,Central Europe,Alps,G007993E46164N,RGI50-11.02482
847,CH,FLETSCHHORN-S (PART OF B51/19N),5432,,,,,,,46.167,8.00832,,,,,,,,Central Europe,Alps,G008008E46167N,RGI50-11.02474
848,CH,LAGGINHORN,5433,,,,,,,46.153599,8.0017,,,,,,,,Central Europe,Alps,G007994E46150N,
849,CH,HOHLAUB-N,5434,,,,,,,46.1446,8.00161,,,,,,,,Central Europe,Alps,G008004E46144N,RGI50-11.02526
850,CH,TRIFT VS,5435,,,,,,,46.1338,8.0015,,,,,,,,Central Europe,Alps,G008002E46138N,RGI50-11.02540
851,CH,MAELLIGA,5436,,,,,,,46.125702,7.99753,,,,,,,,Central Europe,Alps,G007995E46126N,RGI50-11.02562
852,CH,ROTBLATT-I,5437,,,,,,,46.099499,8.02701,,,,,,,,Central Europe,Alps,G008030E46100N,RGI50-11.02599
853,CH,ROTBLATT-II,5438,,,,,,,46.094101,8.02695,,,,,,,,Central Europe,Alps,G008029E46091N,
854,CH,ROTBLATT-III,5439,,,,,,,46.080601,8.01646,,,,,,,,Central Europe,Alps,G008020E46079N,RGI50-11.02639
855,CH,WYSSTAL,5440,,,,,,,46.083401,8.00356,,,,,,,,Central Europe,Alps,G008004E46082N,RGI50-11.02647
856,CH,FURGGEN,5441,,,,,,,46.036598,8.01341,,,,,,,,Central Europe,Alps,G008014E46036N,RGI50-11.02751
857,CH,NOLLEN -E,5442,,,,,,,46.040199,8.00312,,,,,,,,Central Europe,Alps,G008003E46039N,RGI50-11.02732
858,CH,NOLLEN -W,5443,,,,,,,46.039299,7.99794,,,,,,,,Central Europe,Alps,G007997E46039N,RGI50-11.02727
859,CH,FLUCHTHORN-E,5444,,,,,,,46.022598,7.92546,,,,,,,,Central Europe,Alps,G007924E46023N,
860,CH,FLUCHTHORN-NE,5445,,,,,,,46.024399,7.91643,,,,,,,,Central Europe,Alps,G007916E46025N,RGI50-11.02761
861,CH,UESSERE TURU-SW (PART OF B52/66N),5446,,,,,,,46.036999,7.93204,,,,,,,,Central Europe,Alps,G007931E46036N,RGI50-11.02747
862,CH,WEISSMIES-S,5447,,,,,,,46.126499,8.01436,,,,,,,,Central Europe,Alps,G008015E46126N,
863,CH,STRAHLHORN-E (PART OF B52/24),5448,,,,,,,46.010101,7.91244,,,,,,,,Central Europe,Alps,G007913E46018N,RGI50-11.02785
864,CH,STRAHLHORN-SE,5449,,,,,,,46.010101,7.9034,,,,,,,,Central Europe,Alps,G007903E46009N,RGI50-11.02795
865,CH,DOMJOCH-E,5450,,,,,,,46.090302,7.86141,,,,,,,,Central Europe,Alps,G007863E46090N,
866,CH,FALL,5451,,,,,,,46.1064,7.88094,,,,,,,,Central Europe,Alps,G007879E46106N,RGI50-11.02586
867,CH,HOHBALM,5452,,,,,,,46.111,7.8758,,,,,,,,Central Europe,Alps,G007874E46109N,RGI50-11.02572
868,CH,SCHILTHORN-W,5453,,,,,,,46.1469,7.88644,,,,,,,,Central Europe,Alps,G007886E46146N,RGI50-11.02513
869,CH,BALFRIN,5454,,,,,,,46.141499,7.87864,,,,,,,,Central Europe,Alps,G007880E46138N,RGI50-11.02496
870,CH,NADELGRAT-E-I,5455,,,,,,,46.137901,7.89284,,,,,,,,Central Europe,Alps,G007893E46139N,
871,CH,NADELGRAT-W,5456,,,,,,,46.143299,7.88512,,,,,,,,Central Europe,Alps,G007886E46144N,
872,CH,KLEINES BIGERHORN-E,5457,,,,,,,46.145199,7.86055,,,,,,,,Central Europe,Alps,G007862E46147N,
873,CH,DUERREN,5458,,,,,,,46.120098,7.83965,,,,,,,,Central Europe,Alps,G007839E46120N,
874,CH,HOHBERG,5459,,,,,,,46.104698,7.85247,,,,,,,,Central Europe,Alps,G007848E46107N,RGI50-11.02576
875,CH,HOHGWAECHTE,5460,,,,,,,46.104801,7.83825,,,,,,,,Central Europe,Alps,G007836E46105N,RGI50-11.02583
876,CH,FESTI,5461,,,,,,,46.095798,7.83948,,,,,,,,Central Europe,Alps,G007851E46095N,RGI50-11.02597
877,CH,KIN-N (PART OF B55/30N),5462,,,,,,,46.0895,7.84331,,,,,,,,Central Europe,Alps,G007851E46089N,RGI50-11.02618
878,CH,KIN-S (PART OF B55/30N),5463,,,,,,,46.084099,7.83551,,,,,,,,Central Europe,Alps,G007841E46086N,RGI50-11.02638
879,CH,WEINGARTEN-S-I,5464,,,,,,,46.068802,7.8522,,,,,,,,Central Europe,Alps,G007854E46069N,
880,CH,WEINGARTEN-S-II,5465,,,,,,,46.0625,7.85474,,,,,,,,Central Europe,Alps,G007857E46060N,RGI50-11.02681
881,CH,ALPHUBEL-S,5466,,,,,,,46.056999,7.86762,,,,,,,,Central Europe,Alps,G007867E46057N,RGI50-11.02703
882,CH,ALPHUBEL,5467,,,,,,,46.050701,7.86498,,,,,,,,Central Europe,Alps,G007869E46052N,RGI50-11.02706
883,CH,FEECHOPF-W,5468,,,,,,,46.049801,7.87402,,,,,,,,Central Europe,Alps,G007874E46050N,RGI50-11.02713
884,CH,MELLICH,5469,,,,,,,46.041698,7.87783,,,,,,,,Central Europe,Alps,G007867E46048N,RGI50-11.02724
885,CH,LAENGFLUE-E (PART OF B55/38N),5470,,,,,,,46.021099,7.8583,,,,,,,,Central Europe,Alps,G007868E46020N,RGI50-11.02758
886,CH,OBERROTHORN-N,5471,,,,,,,46.031101,7.81446,,,,,,,,Central Europe,Alps,G007813E46030N,
887,CH,OBERROTHORN-NW,5472,,,,,,,46.032002,7.8093,,,,,,,,Central Europe,Alps,G007809E46032N,
888,CH,DOMJOCH-W,5473,,,,,,,46.087601,7.85881,,,,,,,,Central Europe,Alps,G007858E46088N,RGI50-11.02633
889,CH,TEUFELSGRAT-N,5474,,,,,,,46.083198,7.85231,,,,,,,,Central Europe,Alps,G007850E46084N,RGI50-11.02642
890,CH,WEINGARTEN-N-I (PART OF B55/12),5475,,,,,,,46.077801,7.85227,,,,,,,,Central Europe,Alps,G007854E46077N,RGI50-11.02654
891,CH,WEINGARTEN-N-II (PART OF B55/12),5476,,,,,,,46.0732,7.8587,,,,,,,,Central Europe,Alps,G007863E46073N,RGI50-11.02663
892,CH,ALPHUBEL-W,5477,,,,,,,46.0615,7.86507,,,,,,,,Central Europe,Alps,G007864E46064N,RGI50-11.02677
893,CH,MELLICH-S (PART OF B55/35N),5478,,,,,,,46.027302,7.87772,,,,,,,,Central Europe,Alps,G007877E46025N,RGI50-11.02724
894,CH,LAENGFLUE-N (PART OF B55/35N),5479,,,,,,,46.024601,7.86607,,,,,,,,Central Europe,Alps,G007867E46023N,RGI50-11.02758
895,CH,LAENGFLUEJOCH-E,5480,,,,,,,46.018299,7.87248,,,,,,,,Central Europe,Alps,G007870E46018N,RGI50-11.02778
896,CH,TRIFTJI,5481,,,,,,,45.9897,7.82579,,,,,,,,Central Europe,Alps,G007826E45990N,RGI50-11.02826
897,CH,FURGGGRAT,5482,,,,,,,45.957699,7.68111,,,,,,,,Central Europe,Alps,G007681E45958N,RGI50-11.02906
898,CH,RIMPFISCHSATTEL,5483,,,,,,,46.021,7.88025,,,,,,,,Central Europe,Alps,G007880E46021N,
899,CH,MONTE ROSA (PART OF B56/07),5484,,,,,,,45.9519,7.83842,,,,,,,,Central Europe,Alps,G007835E45954N,RGI50-11.02904
900,CH,SCHWAERZE-E (PART OF B56/10),5485,,,,,,,45.952,7.79329,,,,,,,,Central Europe,Alps,G007793E45952N,RGI50-11.02917
901,CH,SCHWAERZE-W (PART OF B56/10),5486,,,,,,,45.952,7.78684,,,,,,,,Central Europe,Alps,G007789E45951N,RGI50-11.02916
902,CH,BREITHORN (PART OF B56/07),5487,,,,,,,45.947601,7.76102,,,,,,,,Central Europe,Alps,G007762E45950N,RGI50-11.02848
903,CH,UNTERER THEODUL (PART OF B56/07),5488,,,,,,,45.9342,7.72871,,,,,,,,Central Europe,Alps,G007730E45943N,RGI50-11.02848
904,CH,OBERER THEODUL,5489,,,,,,,45.956799,7.70303,,,,,,,,Central Europe,Alps,G007707E45958N,RGI50-11.02845
