,POLTITICAL_UNIT,NAME,WGMS_ID,RIVER_BASIN,FREE_POSITION,LOCAL_CODE,LOCAL_PSFG,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,REGION,SUBREGION,GLIMS_ID,RGI_ID
505,CH,AHORNISBODEN-E,5090,,,,,,,46.6567,8.118,,,,,,,,Central Europe,Alps,G008117E46656N,RGI50-11.01226
506,CH,BLAU LI,5091,,,,,,,46.6875,8.07525,,,,,,,,Central Europe,Alps,G008075E46688N,
507,CH,DOSSENPLETSCHEN,5092,,,,,,,46.656399,8.16764,,,,,,,,Central Europe,Alps,G008167E46656N,
508,CH,WELLHORN-W,5093,,,,,,,46.6548,8.12973,,,,,,,,Central Europe,Alps,G008130E46656N,RGI50-11.01230
509,CH,WETTERHORN-E,5094,,,,,,,46.639599,8.11909,,,,,,,,Central Europe,Alps,G008120E46640N,RGI50-11.01251
510,CH,SCHEIDEGGWETTERHORN-E,5095,,,,,,,46.645,8.11263,,,,,,,,Central Europe,Alps,G008114E46645N,RGI50-11.01247
511,CH,CHRINNEN,5096,,,,,,,46.630699,8.11114,,,,,,,,Central Europe,Alps,G008108E46634N,RGI50-11.01262
512,CH,WAECHSEL BE,5097,,,,,,,46.6147,8.0757,,,,,,,,Central Europe,Alps,G008078E46616N,
513,CH,ANKENBAELLI-S,5098,,,,,,,46.601101,8.08989,,,,,,,,Central Europe,Alps,G008089E46601N,
514,CH,KL. SCHRECKHORN-SW,5099,,,,,,,46.5984,8.09769,,,,,,,,Central Europe,Alps,G008097E46599N,RGI50-11.01355
515,CH,NAESSI,5100,,,,,,,46.597401,8.1042,,,,,,,,Central Europe,Alps,G008104E46595N,RGI50-11.01366
516,CH,NAESSIHORN-SW,5101,,,,,,,46.589298,8.10671,,,,,,,,Central Europe,Alps,G008108E46590N,RGI50-11.01377
517,CH,SCHRECKHORN-W,5102,,,,,,,46.590198,8.11194,,,,,,,,Central Europe,Alps,G008110E46588N,RGI50-11.01380
518,CH,SCHRECKFIRN,5103,,,,,,,46.5821,8.11706,,,,,,,,Central Europe,Alps,G008119E46583N,RGI50-11.01387
519,CH,PFAFFESTECKI-NE,5104,,,,,,,46.571499,8.08301,,,,,,,,Central Europe,Alps,G008084E46572N,RGI50-11.01426
520,CH,NAMENLOS BE,5105,,,,,,,46.565201,8.07511,,,,,,,,Central Europe,Alps,G008074E46566N,RGI50-11.01442
521,CH,GROSSES FIESCHERHORN-W,5106,,,,,,,46.5536,8.06194,,,,,,,,Central Europe,Alps,G008060E46553N,RGI50-11.01474
522,CH,MITTELLEGI-NW (GROUP OF GLACIERETS),5107,,,,,,,46.5835,8.01661,,,,,,,,Central Europe,Alps,G008010E46588N,
523,CH,NAESSIHORN-E,5108,,,,,,,46.595501,8.11723,,,,,,,,Central Europe,Alps,G008121E46596N,RGI50-11.01360
524,CH,WAECHSEL BE,5109,,,,,,,46.607399,8.08866,,,,,,,,Central Europe,Alps,G008089E46607N,RGI50-11.01318
525,CH,MAETTENBERG-N,5110,,,,,,,46.610199,8.07825,,,,,,,,Central Europe,Alps,G008079E46611N,
526,CH,MAETTENBERG-NW,5111,,,,,,,46.611099,8.07565,,,,,,,,Central Europe,Alps,G008075E46612N,
527,CH,STRAHLEGGHORN-W,5112,,,,,,,46.575802,8.11437,,,,,,,,Central Europe,Alps,G008115E46576N,RGI50-11.01417
528,CH,STRAHLEGGHORN-SW (PART OF A54L/19),5113,,,,,,,46.5713,8.11693,,,,,,,,Central Europe,Alps,G008117E46570N,RGI50-11.01427
529,CH,NAMENLOS BE,5114,,,,,,,46.5667,8.12078,,,,,,,,Central Europe,Alps,G008120E46567N,
530,CH,PFAFFESTECKI-W (PART OF A54L/19),5115,,,,,,,46.568802,8.07776,,,,,,,,Central Europe,Alps,G008076E46569N,RGI50-11.01419
531,CH,OCHS-N,5116,,,,,,,46.5607,8.07767,,,,,,,,Central Europe,Alps,G008078E46561N,RGI50-11.01346
532,CH,FIESCHERWAND (GROUP OF GLACIERETS),5117,,,,,,,46.556198,8.07109,,,,,,,,Central Europe,Alps,G008071E46556N,RGI50-11.01471
533,CH,GROSSES FIESCHERHORN-NE,5118,,,,,,,46.5518,8.06322,,,,,,,,Central Europe,Alps,G008065E46553N,RGI50-11.01480
534,CH,EIGER-SE,5119,,,,,,,46.5746,8.00608,,,,,,,,Central Europe,Alps,G008007E46574N,RGI50-11.01422
535,CH,CHALLIFIRN,5120,,,,,,,46.583401,8.03097,,,,,,,,Central Europe,Alps,G008033E46585N,RGI50-11.01379
536,CH,WILDSCHLOSS,5121,,,,,,,46.584301,8.04141,,,,,,,,Central Europe,Alps,G008041E46584N,
537,CH,MOENCHPLATEAU (GROUP OF GLACIERETS),5122,,,,,,,46.560299,7.97985,,,,,,,,Central Europe,Alps,G007980E46560N,RGI50-11.01454
538,CH,GUGGI,5123,,,,,,,46.5513,7.96933,,,,,,,,Central Europe,Alps,G007979E46554N,RGI50-11.01445
539,CH,GIESEN,5124,,,,,,,46.545101,7.96014,,,,,,,,Central Europe,Alps,G007954E46548N,RGI50-11.01468
540,CH,SILBERHORN,5125,,,,,,,46.5425,7.94447,,,,,,,,Central Europe,Alps,G007946E46542N,RGI50-11.01498
541,CH,GOLDENHORN-SW,5126,,,,,,,46.538898,7.94183,,,,,,,,Central Europe,Alps,G007942E46539N,RGI50-11.01513
542,CH,BAERENFLUE,5127,,,,,,,46.5317,7.93394,,,,,,,,Central Europe,Alps,G007933E46533N,RGI50-11.01537
543,CH,HOCHFIRN,5128,,,,,,,46.537899,7.96007,,,,,,,,Central Europe,Alps,G007958E46539N,RGI50-11.01515
544,CH,ROTTALHORN-W,5129,,,,,,,46.531601,7.96523,,,,,,,,Central Europe,Alps,G007965E46532N,RGI50-11.01540
545,CH,STUEFESTEI,5130,,,,,,,46.512699,7.95462,,,,,,,,Central Europe,Alps,G007953E46521N,RGI50-11.01550
546,CH,MITTLERER BREITLOUWENEN,5131,,,,,,,46.506599,7.9272,,,,,,,,Central Europe,Alps,G007929E46505N,RGI50-11.01629
547,CH,AEBENI FLUE - JOCH-N,5132,,,,,,,46.503799,7.93369,,,,,,,,Central Europe,Alps,G007935E46504N,
548,CH,SCHMADRIFIRN,5133,,,,,,,46.4842,7.89574,,,,,,,,Central Europe,Alps,G007896E46484N,RGI50-11.01749
549,CH,OBERE BREITHORN,5134,,,,,,,46.482399,7.88401,,,,,,,,Central Europe,Alps,G007884E46483N,RGI50-11.01748
550,CH,TSCHINGELGRAT-N,5135,,,,,,,46.513199,7.85038,,,,,,,,Central Europe,Alps,G007849E46513N,RGI50-11.01588
551,CH,ROTSTOCK-S (GROUP OF GLACIERETS),5136,,,,,,,46.5756,7.98783,,,,,,,,Central Europe,Alps,G007988E46575N,RGI50-11.01418
552,CH,EIGER-S,5137,,,,,,,46.5746,8.00348,,,,,,,,Central Europe,Alps,G008003E46574N,RGI50-11.01424
553,CH,NOLLEN,5138,,,,,,,46.556599,7.99155,,,,,,,,Central Europe,Alps,G007990E46558N,
554,CH,SPHINX,5139,,,,,,,46.548599,7.98495,,,,,,,,Central Europe,Alps,G007985E46549N,RGI50-11.01486
555,CH,SCHNEEHORN-N,5140,,,,,,,46.556801,7.96025,,,,,,,,Central Europe,Alps,G007961E46557N,
556,CH,ROTBRAETTHOREN (GROUP OF GLACIERETS),5141,,,,,,,46.547001,7.9406,,,,,,,,Central Europe,Alps,G007940E46549N,
557,CH,BIGLENLAMM,5142,,,,,,,46.564098,7.94076,,,,,,,,Central Europe,Alps,G007941E46564N,
558,CH,TRIMMLETEN-W,5143,,,,,,,46.565899,7.93947,,,,,,,,Central Europe,Alps,G007939E46566N,
559,CH,SILBERLOUWENA,5144,,,,,,,46.537102,7.94703,,,,,,,,Central Europe,Alps,G007946E46537N,RGI50-11.01520
560,CH,HOCHFIRN-S,5145,,,,,,,46.535198,7.95744,,,,,,,,Central Europe,Alps,G007956E46535N,
561,CH,LOUWIHORN,5146,,,,,,,46.526199,7.97039,,,,,,,,Central Europe,Alps,G007971E46526N,RGI50-11.01551
562,CH,HORN-N,5147,,,,,,,46.5172,7.9703,,,,,,,,Central Europe,Alps,G007970E46518N,RGI50-11.01551
563,CH,HORNFIRN,5148,,,,,,,46.513599,7.96505,,,,,,,,Central Europe,Alps,G007963E46513N,RGI50-11.01590
564,CH,NOERDLICHER BREITLOUWENEN,5149,,,,,,,46.509201,7.93374,,,,,,,,Central Europe,Alps,G007934E46508N,RGI50-11.01605
565,CH,AEBENI FLUE-JOCH-W,5150,,,,,,,46.501099,7.93236,,,,,,,,Central Europe,Alps,G007932E46501N,RGI50-11.01673
566,CH,MITTAGHORN-W (GROUP OF GLACIERETS),5151,,,,,,,46.4967,7.92451,,,,,,,,Central Europe,Alps,G007924E46496N,
567,CH,SUEDLICHER BREITLOUWENEN,5152,,,,,,,46.501202,7.92324,,,,,,,,Central Europe,Alps,G007924E46500N,RGI50-11.01648
568,CH,BRUNNENHORN-N,5153,,,,,,,46.494099,7.89843,,,,,,,,Central Europe,Alps,G007898E46494N,
569,CH,TSCHINGELHORN-NE,5154,,,,,,,46.479,7.84882,,,,,,,,Central Europe,Alps,G007849E46478N,
570,CH,HINDRISTS BUSENTAL,5155,,,,,,,46.521301,7.84784,,,,,,,,Central Europe,Alps,G007848E46521N,
571,CH,TSCHINGELSPITZ-N (GROUP OF GLACIERETS),5156,,,,,,,46.512299,7.84125,,,,,,,,Central Europe,Alps,G007837E46514N,
572,CH,TSCHINGELSPITZ-NW,5157,,,,,,,46.512299,7.83604,,,,,,,,Central Europe,Alps,G007834E46512N,RGI50-11.01596
573,CH,CHILCHBALM,5158,,,,,,,46.521301,7.83741,,,,,,,,Central Europe,Alps,G007838E46523N,RGI50-11.01571
574,CH,GSPALTENHORN-N,5159,,,,,,,46.514099,7.82954,,,,,,,,Central Europe,Alps,G007829E46515N,
575,CH,BUETLASSE-SE,5160,,,,,,,46.5168,7.82435,,,,,,,,Central Europe,Alps,G007824E46517N,RGI50-11.01577
576,CH,JEGIHOREN-N,5161,,,,,,,46.523998,7.82831,,,,,,,,Central Europe,Alps,G007828E46524N,RGI50-11.01561
577,CH,BUETLASSE-NW,5162,,,,,,,46.5196,7.81785,,,,,,,,Central Europe,Alps,G007817E46520N,RGI50-11.01566
578,CH,GSPALTENHORN,5163,,,,,,,46.512402,7.8191,,,,,,,,Central Europe,Alps,G007818E46512N,RGI50-11.01599
579,CH,MORGENHORN,5164,,,,,,,46.4963,7.78643,,,,,,,,Central Europe,Alps,G007786E46495N,RGI50-11.01656
580,CH,WILDI FRAU-N,5165,,,,,,,46.507999,7.77868,,,,,,,,Central Europe,Alps,G007779E46509N,RGI50-11.01617
581,CH,UF DER WART,5166,,,,,,,46.513401,7.77481,,,,,,,,Central Europe,Alps,G007775E46514N,
582,CH,AUGSTCHUMME,5167,,,,,,,46.523201,7.81006,,,,,,,,Central Europe,Alps,G007810E46523N,RGI50-11.01563
583,CH,ROTI ZEND,5168,,,,,,,46.5079,7.82298,,,,,,,,Central Europe,Alps,G007822E46507N,
584,CH,KAMEL-W,5169,,,,,,,46.503399,7.82034,,,,,,,,Central Europe,Alps,G007819E46504N,
585,CH,GAMCHILUECKE-W,5170,,,,,,,46.497101,7.80988,,,,,,,,Central Europe,Alps,G007811E46496N,
586,CH,MORGENHORN-NE,5171,,,,,,,46.4972,7.79425,,,,,,,,Central Europe,Alps,G007794E46497N,RGI50-11.01687
587,CH,WILDI FRAU-SW,5172,,,,,,,46.502602,7.78647,,,,,,,,Central Europe,Alps,G007787E46503N,
588,CH,ROTHORN BE,5173,,,,,,,46.497299,7.75777,,,,,,,,Central Europe,Alps,G007759E46497N,
589,CH,OBERE OESCHINEN,5174,,,,,,,46.4883,7.76423,,,,,,,,Central Europe,Alps,G007759E46491N,RGI50-11.01716
590,CH,UNDERE OESCHINEN,5175,,,,,,,46.481098,7.75898,,,,,,,,Central Europe,Alps,G007759E46481N,RGI50-11.01745
591,CH,FRUENDENHORN-NW,5176,,,,,,,46.477501,7.75636,,,,,,,,Central Europe,Alps,G007754E46478N,
592,CH,FRUENDEN,5177,,,,,,,46.476601,7.74724,,,,,,,,Central Europe,Alps,G007747E46475N,RGI50-11.01757
593,CH,DOLDENHORN,5178,,,,,,,46.4739,7.7342,,,,,,,,Central Europe,Alps,G007734E46475N,RGI50-11.01760
594,CH,INNERE FISISTOCK-W,5179,,,,,,,46.473099,7.71206,,,,,,,,Central Europe,Alps,G007709E46474N,
595,CH,FULE,5180,,,,,,,46.470402,7.71856,,,,,,,,Central Europe,Alps,G007719E46471N,RGI50-11.01804
596,CH,FRUENDENHORN-SE,5181,,,,,,,46.4739,7.75764,,,,,,,,Central Europe,Alps,G007758E46474N,RGI50-11.01793
597,CH,BIRG,5182,,,,,,,46.449501,7.77962,,,,,,,,Central Europe,Alps,G007781E46450N,RGI50-11.01866
598,CH,KLEINHOCKENHORN-NW,5183,,,,,,,46.428101,7.73395,,,,,,,,Central Europe,Alps,G007733E46427N,
599,CH,LOETSCHEN (NO. 110),5184,,,,,,,46.419102,7.70919,,,,,,,,Central Europe,Alps,G007707E46420N,RGI50-11.01928
600,CH,WILDELSIGEN-S (PART OF A55B/42N),5185,,,,,,,46.4371,7.69887,,,,,,,,Central Europe,Alps,G007699E46437N,RGI50-11.01904
601,CH,DOLDENSTOCK,5186,,,,,,,46.474899,7.72379,,,,,,,,Central Europe,Alps,G007724E46475N,RGI50-11.01783
602,CH,KLEIN DOLDENHORN-W (GROUP OF GLACIERETS),5187,,,,,,,46.470402,7.72507,,,,,,,,Central Europe,Alps,G007723E46469N,
603,CH,DOLDENHORN-SE,5188,,,,,,,46.466702,7.74327,,,,,,,,Central Europe,Alps,G007743E46467N,RGI50-11.01823
604,CH,FRUENDENJOCH-S,5189,,,,,,,46.470299,7.7485,,,,,,,,Central Europe,Alps,G007747E46470N,RGI50-11.01808
605,CH,OESCHINENJOCH-SE,5190,,,,,,,46.474701,7.76806,,,,,,,,Central Europe,Alps,G007767E46474N,
606,CH,BLUEEMLISALPHORN-SE,5191,,,,,,,46.4828,7.77462,,,,,,,,Central Europe,Alps,G007777E46485N,RGI50-11.01742
607,CH,WYSSI FRAU-SE (PART OF A55B/29N),5192,,,,,,,46.489101,7.78898,,,,,,,,Central Europe,Alps,G007789E46489N,RGI50-11.01724
608,CH,BIRGHORN-NW,5193,,,,,,,46.453999,7.78355,,,,,,,,Central Europe,Alps,G007784E46454N,RGI50-11.01848
609,CH,ELWERTAESCH-W,5194,,,,,,,46.4468,7.7796,,,,,,,,Central Europe,Alps,G007779E46447N,
610,CH,TENNBACHLUECKE-NW,5195,,,,,,,46.444099,7.77698,,,,,,,,Central Europe,Alps,G007777E46444N,RGI50-11.01891
611,CH,SACKHORN-N (GROUP OF GLACIERETS),5196,,,,,,,46.445099,7.77048,,,,,,,,Central Europe,Alps,G007769E46445N,
612,CH,SACKHORN-NE,5197,,,,,,,46.440601,7.76785,,,,,,,,Central Europe,Alps,G007768E46440N,RGI50-11.01900
613,CH,MAEBIGLUECKE-NW,5198,,,,,,,46.4379,7.75612,,,,,,,,Central Europe,Alps,G007757E46437N,
614,CH,HOHWIDE-S (GROUP OF GLACIERETS),5199,,,,,,,46.4343,7.74439,,,,,,,,Central Europe,Alps,G007745E46434N,
615,CH,HOCKENHORN-N,5200,,,,,,,46.429798,7.74437,,,,,,,,Central Europe,Alps,G007743E46429N,RGI50-11.01933
616,CH,HOCKENHORN-NW,5201,,,,,,,46.429798,7.74047,,,,,,,,Central Europe,Alps,G007740E46430N,
617,CH,KLEINHOCKENHORN-W,5202,,,,,,,46.427101,7.74305,,,,,,,,Central Europe,Alps,G007740E46426N,
618,CH,OBER TATELISHORN-SE,5203,,,,,,,46.437199,7.67805,,,,,,,,Central Europe,Alps,G007678E46440N,
619,CH,OBER TATELISHORN-E,5204,,,,,,,46.438099,7.67545,,,,,,,,Central Europe,Alps,G007675E46437N,RGI50-11.01887
620,CH,RINDERHORN-NW,5205,,,,,,,46.414799,7.64934,,,,,,,,Central Europe,Alps,G007649E46416N,RGI50-11.01965
621,CH,DAUBENHORN,5206,,,,,,,46.386101,7.59853,,,,,,,,Central Europe,Alps,G007598E46386N,RGI50-11.02109
622,CH,LAEMMEREN (PART OF A55C/24N),5207,,,,,,,46.386101,7.56603,,,,,,,,Central Europe,Alps,G007563E46386N,RGI50-11.02095
623,CH,STEGHORN (PART OF A55C/24N),5208,,,,,,,46.414902,7.5765,,,,,,,,Central Europe,Alps,G007576E46415N,RGI50-11.01971
624,CH,TAELLI,5209,,,,,,,46.414799,7.59211,,,,,,,,Central Europe,Alps,G007593E46416N,RGI50-11.01955
625,CH,RINDERHORN-N,5210,,,,,,,46.4165,7.65325,,,,,,,,Central Europe,Alps,G007653E46417N,RGI50-11.01951
626,CH,NAMENLOS VS,5211,,,,,,,46.3843,7.59332,,,,,,,,Central Europe,Alps,G007592E46385N,
627,CH,GROSSSTRUBEL-SW,5212,,,,,,,46.413101,7.55959,,,,,,,,Central Europe,Alps,G007559E46413N,RGI50-11.01984
628,CH,STEGHORN-S,5213,,,,,,,46.414902,7.583,,,,,,,,Central Europe,Alps,G007583E46415N,
629,CH,STRUBELEGGA-NW,5214,,,,,,,46.416698,7.5687,,,,,,,,Central Europe,Alps,G007571E46415N,
630,CH,STRUBEL,5215,,,,,,,46.418499,7.5557,,,,,,,,Central Europe,Alps,G007553E46418N,RGI50-11.01949
631,CH,GROSSSTRUBEL-NE,5216,,,,,,,46.414002,7.56089,,,,,,,,Central Europe,Alps,G007560E46414N,RGI50-11.01976
632,CH,TIERBERG,5217,,,,,,,46.3862,7.47503,,,,,,,,Central Europe,Alps,G007480E46388N,RGI50-11.02099
633,CH,WYSSHORN,5218,,,,,,,46.380798,7.46983,,,,,,,,Central Europe,Alps,G007470E46381N,
634,CH,SILBERRITZE-SE (PART OF A56D/09N),5219,,,,,,,46.362801,7.36587,,,,,,,,Central Europe,Alps,G007364E46362N,
635,CH,GELTEN-E (NO. 113),5220,,,,,,,46.351002,7.3412,,,,,,,,Central Europe,Alps,G007344E46353N,RGI50-11.02198
636,CH,ARPELIHORN-NE,5221,,,,,,,46.352798,7.31392,,,,,,,,Central Europe,Alps,G007314E46353N,RGI50-11.02200
637,CH,MAUVAIS GLACIER,5222,,,,,,,46.308498,7.192,,,,,,,,Central Europe,Alps,G007193E46309N,
638,CH,CULAN GLACIER DE,5223,,,,,,,46.304001,7.16476,,,,,,,,Central Europe,Alps,G007165E46304N,
639,CH,LE DOME-W,5224,,,,,,,46.314899,7.20365,,,,,,,,Central Europe,Alps,G007203E46315N,RGI50-11.02263
640,CH,NAMENLOS VD,5225,,,,,,,46.3157,7.19716,,,,,,,,Central Europe,Alps,G007195E46313N,
641,CH,TÊTE RONDE-NW,5226,,,,,,,46.304901,7.17514,,,,,,,,Central Europe,Alps,G007176E46306N,
642,CH,PLAN NEVE-W,5227,,,,,,,46.240002,7.13527,,,,,,,,Central Europe,Alps,G007138E46240N,RGI50-11.02376
643,CH,GRAND MUVERAN-NE,5228,,,,,,,46.238201,7.12879,,,,,,,,Central Europe,Alps,G007129E46238N,
644,CH,DIABLERETS GLACIER DES,5229,,,,,,,46.306702,7.1959,,,,,,,,Central Europe,Alps,G007200E46308N,RGI50-11.02261
645,CH,BROCHET GLACIER DU,5230,,,,,,,46.3484,7.3581,,,,,,,,Central Europe,Alps,G007358E46350N,RGI50-11.02211
646,CH,TENEHET GLACIER DE,5231,,,,,,,46.3601,7.37757,,,,,,,,Central Europe,Alps,G007376E46359N,RGI50-11.02187
647,CH,AUDANNES GLACIER DES,5232,,,,,,,46.353802,7.36718,,,,,,,,Central Europe,Alps,G007366E46355N,RGI50-11.02197
648,CH,FLUE,5233,,,,,,,46.4165,7.69227,,,,,,,,Central Europe,Alps,G007693E46416N,RGI50-11.01958
649,CH,DALA,5234,,,,,,,46.415501,7.70267,,,,,,,,Central Europe,Alps,G007702E46416N,RGI50-11.01977
650,CH,MAJING,5235,,,,,,,46.3796,7.683,,,,,,,,Central Europe,Alps,G007683E46380N,RGI50-11.02148
651,CH,OBERFERDEN,5236,,,,,,,46.387699,7.69733,,,,,,,,Central Europe,Alps,G007698E46388N,RGI50-11.02105
652,CH,FERDEN,5237,,,,,,,46.4128,7.70786,,,,,,,,Central Europe,Alps,G007709E46413N,RGI50-11.01992
653,CH,MILIBACH,5238,,,,,,,46.428001,7.74956,,,,,,,,Central Europe,Alps,G007748E46428N,RGI50-11.01931
654,CH,TENNBACH,5239,,,,,,,46.440498,7.77436,,,,,,,,Central Europe,Alps,G007778E46442N,RGI50-11.01894
655,CH,TENNBACHHORN-NE (PART OF B30/14N),5240,,,,,,,46.437801,7.78995,,,,,,,,Central Europe,Alps,G007791E46437N,
656,CH,TELLIN-SW (PART OF B30/14N),5241,,,,,,,46.450401,7.79004,,,,,,,,Central Europe,Alps,G007788E46449N,RGI50-11.01857
657,CH,TELLIN-NE,5242,,,,,,,46.4575,7.8044,,,,,,,,Central Europe,Alps,G007801E46457N,RGI50-11.01791
658,CH,UESSER TAL (TOTAL),5243,,,,,,,46.463798,7.82397,,,,,,,,Central Europe,Alps,G007823E46464N,RGI50-11.01791
659,CH,INNER TAL-SW (PART OF B30/20N),5244,,,,,,,46.470902,7.83834,,,,,,,,Central Europe,Alps,G007841E46471N,RGI50-11.01791
660,CH,INNER TAL-NE (PART OF B30/20N),5245,,,,,,,46.4753,7.86051,,,,,,,,Central Europe,Alps,G007858E46476N,RGI50-11.01786
661,CH,BREITHORN-SW,5246,,,,,,,46.478001,7.87616,,,,,,,,Central Europe,Alps,G007875E46478N,RGI50-11.01788
662,CH,KLEINES BREITHORN-S,5247,,,,,,,46.472599,7.87481,,,,,,,,Central Europe,Alps,G007874E46473N,RGI50-11.01807
663,CH,BREITHORNJOCH-SW,5248,,,,,,,46.479698,7.88529,,,,,,,,Central Europe,Alps,G007884E46479N,RGI50-11.01777
664,CH,GROSSHORN-S (PART OF B31/19N),5249,,,,,,,46.479599,7.91393,,,,,,,,Central Europe,Alps,G007914E46478N,RGI50-11.01772
665,CH,ANUCHNUBEL-SE,5250,,,,,,,46.4767,7.95558,,,,,,,,Central Europe,Alps,G007955E46476N,
666,CH,SATTELHORN-NW,5251,,,,,,,46.469502,7.96332,,,,,,,,Central Europe,Alps,G007963E46469N,RGI50-11.01818
667,CH,DISTLIGHORN-N,5252,,,,,,,46.458801,7.9489,,,,,,,,Central Europe,Alps,G007949E46460N,RGI50-11.01845
668,CH,SCHINHORN-W (PART OF B31/19N),5253,,,,,,,46.450699,7.93581,,,,,,,,Central Europe,Alps,G007936E46451N,RGI50-11.01862
669,CH,BEICHGRAT-NW,5254,,,,,,,46.4445,7.92794,,,,,,,,Central Europe,Alps,G007930E46445N,RGI50-11.01890
670,CH,BEICHPASS-N,5255,,,,,,,46.437302,7.92007,,,,,,,,Central Europe,Alps,G007920E46437N,
671,CH,DISCHLIG,5256,,,,,,,46.431099,7.8992,,,,,,,,Central Europe,Alps,G007897E46429N,RGI50-11.01925
672,CH,JEGI-SW (PART OF B31/02),5257,,,,,,,46.470699,7.88521,,,,,,,,Central Europe,Alps,G007886E46471N,RGI50-11.01803
673,CH,BREITHORN-SE (GROUP OF GLACIERETS),5258,,,,,,,46.4762,7.88005,,,,,,,,Central Europe,Alps,G007880E46476N,
674,CH,JEGI-MITTE (PART OF B31/02),5259,,,,,,,46.478802,7.89439,,,,,,,,Central Europe,Alps,G007893E46479N,RGI50-11.01770
675,CH,JEGI-NE (PART OF B31/02),5260,,,,,,,46.479698,7.90612,,,,,,,,Central Europe,Alps,G007905E46481N,RGI50-11.01750
676,CH,ANUCHNUBEL-NW,5261,,,,,,,46.4804,7.9478,,,,,,,,Central Europe,Alps,G007948E46481N,RGI50-11.01775
677,CH,DISTLIGHORN-NE,5262,,,,,,,46.461498,7.95283,,,,,,,,Central Europe,Alps,G007954E46461N,RGI50-11.01842
678,CH,SCHINHORN-SW,5263,,,,,,,46.448002,7.93708,,,,,,,,Central Europe,Alps,G007936E46447N,RGI50-11.01882
679,CH,BEICHPASS-NW,5264,,,,,,,46.435501,7.91745,,,,,,,,Central Europe,Alps,G007917E46435N,
680,CH,LONZAHOERNER-NW,5265,,,,,,,46.425701,7.90566,,,,,,,,Central Europe,Alps,G007905E46425N,
681,CH,BREITHORN-NE,5266,,,,,,,46.4203,7.89781,,,,,,,,Central Europe,Alps,G007898E46421N,RGI50-11.01957
682,CH,BREITHORN-N,5267,,,,,,,46.4203,7.8926,,,,,,,,Central Europe,Alps,G007893E46420N,RGI50-11.01963
683,CH,LOIBINBACH-E,5268,,,,,,,46.421299,7.8809,,,,,,,,Central Europe,Alps,G007878E46421N,RGI50-11.01956
684,CH,OEIGSTCHUMMUN,5269,,,,,,,46.412399,7.86522,,,,,,,,Central Europe,Alps,G007865E46412N,
685,CH,INNRE STAMMBACH,5270,,,,,,,46.407002,7.85868,,,,,,,,Central Europe,Alps,G007857E46410N,RGI50-11.02028
686,CH,UISTRE STAMMBACH,5271,,,,,,,46.404301,7.85216,,,,,,,,Central Europe,Alps,G007851E46404N,RGI50-11.02027
687,CH,NEST,5272,,,,,,,46.3936,7.83907,,,,,,,,Central Europe,Alps,G007838E46394N,RGI50-11.02073
688,CH,HANGENDE,5273,,,,,,,46.3811,7.80389,,,,,,,,Central Europe,Alps,G007804E46381N,RGI50-11.02153
689,CH,TYFELSGRAT-NW,5274,,,,,,,46.415901,7.88346,,,,,,,,Central Europe,Alps,G007884E46416N,
690,CH,LOIBINBACH-W,5275,,,,,,,46.4123,7.87303,,,,,,,,Central Europe,Alps,G007873E46413N,RGI50-11.01985
691,CH,BREITLAUIJOCH-NW,5276,,,,,,,46.409599,7.8691,,,,,,,,Central Europe,Alps,G007870E46410N,RGI50-11.02014
692,CH,AELWE RIGG-NE,5277,,,,,,,46.408798,7.86259,,,,,,,,Central Europe,Alps,G007864E46408N,
693,CH,BIETSCHJOCH-NW,5278,,,,,,,46.389099,7.81824,,,,,,,,Central Europe,Alps,G007818E46389N,
694,CH,SCHWARZHORN-N-I,5279,,,,,,,46.384602,7.81431,,,,,,,,Central Europe,Alps,G007813E46385N,
695,CH,WILERHORN-W,5280,,,,,,,46.377499,7.80256,,,,,,,,Central Europe,Alps,G007803E46378N,
696,CH,HOHGLEIFA-NW,5281,,,,,,,46.372101,7.79083,,,,,,,,Central Europe,Alps,G007792E46372N,
697,CH,JOLI,5282,,,,,,,46.373001,7.80383,,,,,,,,Central Europe,Alps,G007805E46375N,RGI50-11.02165
698,CH,BIETSCH-SW,5283,,,,,,,46.3801,7.81558,,,,,,,,Central Europe,Alps,G007814E46380N,RGI50-11.02146
699,CH,BIETSCH-MITTE,5284,,,,,,,46.386398,7.82602,,,,,,,,Central Europe,Alps,G007825E46386N,RGI50-11.02121
700,CH,BIETSCHHORN-SE,5285,,,,,,,46.386299,7.85462,,,,,,,,Central Europe,Alps,G007853E46386N,RGI50-11.02133
701,CH,HORN-SE,5286,,,,,,,46.371101,7.81811,,,,,,,,Central Europe,Alps,G007818E46369N,
702,CH,BIETSCH-NE,5287,,,,,,,46.389099,7.83254,,,,,,,,Central Europe,Alps,G007832E46389N,RGI50-11.02117
703,CH,BIETSCHHORN-SW-I (PART OF B33/09N),5288,,,,,,,46.387199,7.84163,,,,,,,,Central Europe,Alps,G007842E46387N,RGI50-11.02126
704,CH,BIETSCHHORN-SW-II (PART OF B33/09N),5289,,,,,,,46.386299,7.84812,,,,,,,,Central Europe,Alps,G007848E46386N,
