,POLITICAL_UNIT,NAME,WGMS_ID,RIVER_BASIN,FREE_POSITION,LOCAL_CODE,LOCAL_PSFG,GEN_LOCATION,SPEC_LOCATION,LATITUDE,LONGITUDE,PRIM_CLASSIFIC,FORM,FRONTAL_CHARS,EXPOS_ACC_AREA,EXPOS_ABL_AREA,PARENT_GLACIER,REMARKS,GEO-REGION_CODE,GEO-SUBREGION_CODE,FoG_compname,AREA,MATCH_RATIO,MATCH_NAME,AREA_MATCH,DIST_TO_CLOSEST,CLOSEST,AREA_CLOSEST
741,CH,GLAERNISCH,418,R0135,0,K 4,0080,WESTERN ALPS,LIMMAT BASIN,47.0,8.98,6.0,2,6.0,W,W,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,glaernisch,2.09,0.8333333333333334,glaernischfirn,1.4175,879.094785593104,glaernischfirn,1.4175
742,CH,GORNER,391,N0125,6,  7,0014,WESTERN ALPS,RHONE BASIN,45.97,7.8,5.0,1,9.0,N,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,gorner,38.24,0.7142857142857143,ghorn-se,0.01317,2067.6491671366416,schwaerze-e,0.05108
743,CH,GRAND DESERT,373,N0127,5,  6,0031,WESTERN ALPS,RHONE BASIN,46.06,7.34,6.0,3,6.0,NW,N,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.08 / 7.35.,CEU,CEU-01,grand desert,1.85,1.0,grand desert,1.06359,305.40298896695003,la rionde,0.012629999999999999
744,CH,GRAND PLAN NEVE,455,N0121,7,  3,0045,WESTERN ALPS,RHONE BASIN,46.25,7.15,6.0,4,7.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,grand plan neve,0.2,0.75,plan neve,0.58437,688.9989877776584,plan neve-e,0.12109
745,CH,GRIES,359,N0124,5,  4,0003,WESTERN ALPS,RHONE BASIN,46.44,8.33,5.0,3,4.0,NE,NE,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.43 / 8.33.,CEU,CEU-01,gries,4.83,0.9090909090909091,griesg,4.78937,759.4808512088731,griesg,4.78937
746,CH,GRIESS(KLAUSEN),425,R0135,1,C 2,0074,WESTERN ALPS,REUSS BASIN,46.83,8.83,6.0,1,7.0,N,NW,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,griess(klausen),2.48,0.6666666666666666,griessbrawen,0.0344,1014.555330575122,haelsifirn,0.28375
747,CH,GRIESSEN(OBWA.),423,R0135,1,H 2,0076,WESTERN ALPS,REUSS BASIN,46.85,8.5,6.0,2,6.0,W,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,griessen(obwa.),1.27,0.6153846153846154,griesseggen,0.27405999999999997,657.1290735316502,schlossfirn,0.6975
748,CH,GRIESSERNU,2313,4L012,02,6,,,,46.18,8.0,,,,,,,M. Zemp: GenInfo from WGI for table RECONSTRUCTION.Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,griessernu,,0.9090909090909091,griessernu g,0.17594,296.84882278998515,senggchuppa,0.05822000000000001
749,CH,GROSSER ALETSCH,360,N0123,6, 26,0005,WESTERN ALPS,RHONE BASIN,46.5,8.03,5.0,1,9.0,SE,S,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,grosser aletsch,83.01,0.9375,grosser aletsch g,78.38186999999999,2766.835628996269,kleines dreieckhorn-ne,0.37672
750,CH,GRUBEN,460,4N013,51,005,0352,        ALPS,WALLIS ALPS,46.17,7.98,6.0,3,9.0,W,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,gruben,1.32,0.8571428571428571,gruebeng,1.28969,711.0245270662211,grueebug-n-ii,0.18328
751,CH,GUTZ,2662,4R014,4L,2,,WESTERN ALPS,AARE BASIN,46.64,8.1,,,,W,W,,,CEU,CEU-01,gutz,,0.8888888888888888,gutzg,0.17937999999999998,660.425930183345,gutzg,0.17937999999999998
752,CH,HANGENDE,3424,4N013,52,27,,WESTERN ALPS,RHONE BASIN,46.02,7.92,,,,E,E,,,CEU,CEU-01,hangende,,0.8888888888888888,hangende g,0.02918,511.07535209850374,fluchthorn-e,0.018619999999999998
753,CH,HINDRE SCHMADRI,2314,4R014,4M,16,,,,46.48,7.88,,,,,,,M. Zemp: GenInfo from WGI for table RECONSTRUCTION.Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,hindre schmadri,,0.967741935483871,hindre schmadrig,0.60047,368.6169813932987,breithorn-sw,0.025869999999999997
754,CH,HOHLAUB,3332,,,,,,,46.05,7.91,,,,,,,,CEU,CEU-01,hohlaub,,0.875,hohlaub g,2.105,487.66211672601577,hohlaub g,2.105
755,CH,HOMATTU,3298,,,,,WESTERN ALPS,SIMPLON,46.24,8.07,,,,SW,SW,,COORDINATES: approximated from google earth.,CEU,CEU-01,homattu,,0.8235294117647058,homattug-i,0.1425,559.4293213926927,homattug-i,0.1425
756,CH,HUEFI,426,R0135,1,D10,0073,WESTERN ALPS,REUSS BASIN,46.82,8.85,5.0,1,8.0,S,SW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,huefi,13.73,0.7142857142857143,huefifirn,12.72438,1002.4414743450566,huefifirn,12.72438
757,CH,KALTWASSER,363,N0124,7,  4,0007,WESTERN ALPS,RHONE BASIN,46.25,8.08,6.0,0,6.0,NW,W,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,kaltwasser,1.85,0.8181818181818182,chaltwasserg,1.49063,968.0304597624367,homattug-ii,0.27625
758,CH,KEHLEN,431,R0135,1,F15,0068,WESTERN ALPS,REUSS BASIN,46.68,8.42,5.0,1,8.0,SE,SE,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,kehlen,3.15,0.6153846153846154,cheleng,1.73563,368.1989617473734,cheleng,1.73563
759,CH,KESSJEN,393,N0125,2, 33,0012,WESTERN ALPS,RHONE BASIN,46.06,7.92,6.0,5,6.0,NE,NE,,"Remarks from LAT/LON-Check: controlled and corrected, if this glacier is also called ""Chessjen"". Former LAT/LON: 46.07 / 7.93.",CEU,CEU-01,kessjen,0.19,0.6666666666666666,chessjeng-e,0.19,690.5428796182746,feeg-s-i,0.35
760,CH,LAEMMERN (WILDSTRUBEL),437,R0135,5,C13,0063,WESTERN ALPS,AARE BASIN,46.4,7.55,6.0,1,6.0,E,E,,"Remarks from LAT/LON-Check: controlled and was okay, if this glacier is also called ""Wildstrubel"".",CEU,CEU-01,laemmern (wildstrubel),3.35,0.6470588235294118,wildstrubelg,2.34375,1062.9785743111643,wildstrubelg,2.34375
761,CH,LANG,386,N0123,1,  4,0018,WESTERN ALPS,RHONE BASIN,46.45,7.92,5.0,1,9.0,SW,SW,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.47 / 7.93.,CEU,CEU-01,lang,10.03,0.8888888888888888,langg,8.26938,862.5980921250841,beichgrat-nw,0.10235
762,CH,LAVAZ,416,R0131,4,F15,0082,WESTERN ALPS,RHEIN BASIN,46.63,8.93,6.0,1,8.0,NE,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,lavaz,1.76,0.8333333333333334,lavaz-w,0.0983,493.50143835996715,lavaz glatscher da,0.7035899999999999
763,CH,LENTA,414,R0131,4,D17,0084,WESTERN ALPS,RHEIN BASIN,46.51,9.03,5.0,2,7.0,N,N,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.52 / 9.05.,CEU,CEU-01,lenta,1.4,0.8333333333333334,laentag,0.81875,229.55184417276763,grauhorng,0.22280999999999998
764,CH,LIMMERN,421,R0135,0,I 6,0078,WESTERN ALPS,LIMMAT BASIN,46.82,8.98,6.0,2,7.0,NE,NE,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,limmern,2.41,0.7777777777777778,limmernfirn,1.8925,696.479016305887,limmernfirn,1.8925
765,CH,LISCHANA,400,J1430,2,  6,0098,EASTERN ALPS,INN BASIN,46.77,10.35,6.0,5,9.0,NW,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,lischana,0.21,0.625,schafalp,0.0038,523.149881671161,triazza v da,0.06047999999999999
766,CH,MAIGHELS EAST BRANCH,2316,4R013,4I,4,,,,46.58,8.69,,,,,,,M. Zemp: GenInfo from WGI for table RECONSTRUCTION.Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,maighels east branch,,0.6046511627906976,maighels glatscher da-e,0.41468999999999995,497.93941635227316,maighels glatscher da-w,0.24641
767,CH,MAIGHELS WEST BRANCH,2317,4R013,4I,5,,,,46.58,8.68,,,,,,,M. Zemp: GenInfo from WGI for table RECONSTRUCTION.Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,maighels west branch,,0.5581395348837209,maighels glatscher da-e,0.41468999999999995,269.135788301324,wilden matten-e,0.0111
768,CH,MARTINETS,358,N0121,7,  8,0046,WESTERN ALPS,RHONE BASIN,46.22,7.1,6.0,4,7.0,NE,NE,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,martinets,0.59,0.75,martinets g des,0.36484,2606.0421987294694,martinets g des,0.36484
769,CH,MINSTIGER,474,4N013,41,  7,0164,ALPS,CENTRAL ALPS,46.52,8.2,6.0,2,8.0,E,E,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,minstiger,3.09,0.9473684210526315,minstigerg,2.25312,356.89769219072184,minstigerg,2.25312
770,CH,MITTELALETSCH,470,N0123,6, 21,0106,WESTERN ALPS,RHONE BASIN,46.45,8.03,5.0,2,7.0,SE,SE,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,mittelaletsch,8.5,0.9629629629629629,mittelaletschg,6.855,1159.614843503976,zenbaechenhorn-e,0.05735
771,CH,MOIRY,380,N0126,4,  2,0024,WESTERN ALPS,RHONE BASIN,46.08,7.6,5.0,1,8.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,moiry,6.11,0.6666666666666666,moiry g de,4.8975,1178.6685840775333,moiry g de,4.8975
772,CH,MOMING,381,N0126,2, 10,0023,WESTERN ALPS,RHONE BASIN,46.08,7.67,6.0,0,9.0,N,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,moming,5.77,0.7058823529411765,moming g de,5.26125,628.4103329906991,moming g de,5.26125
773,CH,MONT DURAND,369,N0128,2, 36,0035,WESTERN ALPS,RHONE BASIN,45.92,7.33,5.0,1,9.0,E,NE,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,mont durand,7.59,0.8148148148148148,mont durand g du,6.05125,114.96808687190625,mont durand g du,6.05125
774,CH,MONT FORT (ZINAL),372,N0127,5, 12,0032,WESTERN ALPS,RHONE BASIN,46.08,7.32,6.0,3,6.0,NW,N,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,mont fort (zinal),1.1,0.6428571428571429,mont fort-e,0.00705,189.56755544119937,mont fort-e,0.00705
775,CH,MONT MINE,378,N0127,2, 15,0026,WESTERN ALPS,RHONE BASIN,46.02,7.55,5.0,1,9.0,NW,N,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,mont mine,10.89,0.8181818181818182,mont mine-s-i,0.019530000000000002,607.6136219085271,mont mine-s-ii,0.04523
776,CH,MONTO MORO GL.,3433,,,,,WESTERN ALPS,RHONE BASIN,46.0,7.96,,,,N,N,,,CEU,CEU-01,monto moro gl.,,0.6923076923076923,monte moro-w,0.021769999999999998,706.0908484506261,monte moro-w,0.021769999999999998
777,CH,MORTERATSCH,1673,,,,94,EASTERN ALPS,INN BASIN,46.4,9.93,5.0,1,9.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,morteratsch,17.15,0.8148148148148148,morteratsch v da,14.86625,1288.3085680548024,morteratsch v da,14.86625
778,CH,MURTEL,4339,J1432,,,,EASTERN ALPS,INN BASIN,46.4,9.82,,,,E,E,,,CEU,CEU-01,murtel,,0.6666666666666666,murtel v dal,0.30046999999999996,178.1405636004051,fuorcla da lej sgrischus,0.0278
779,CH,MUTT,472,N0124,4,  3,0002,WESTERN ALPS,RHONE BASIN,46.55,8.42,6.0,5,6.0,NW,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,mutt,0.57,0.8888888888888888,muttg,0.36562,231.4584718909389,muttg,0.36562
780,CH,MUTTEN,2318,4R014,1E,23,,,,46.53,8.45,,,,,,,M. Zemp: GenInfo from WGI for table RECONSTRUCTION.Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,mutten,,0.9230769230769231,mutteng,0.6543800000000001,669.5772978158514,saasg,0.15375
781,CH,OB.GRINDELWALD,444,R0135,4,L 4,0057,WESTERN ALPS,AARE BASIN,46.62,8.1,5.0,1,8.0,NW,NW,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,ob.grindelwald,10.07,0.7878787878787878,oberer grindelwaldg,8.41687,1462.5717719635275,chrinneng,0.24484
782,CH,OBERAAR,451,R0135,4,G 3,0050,WESTERN ALPS,AARE BASIN,46.53,8.22,5.0,2,4.0,NE,NE,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,oberaar,5.23,0.9333333333333333,oberaarg,4.10375,293.2385231711258,roossehoerner-ne,0.01045
783,CH,OBERALETSCH,361,N0123,6,  1,0006,WESTERN ALPS,RHONE BASIN,46.42,7.97,5.0,1,9.0,SE,SE,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,oberaletsch,21.71,0.9166666666666666,oberaletsch g,17.473129999999998,1253.040776242306,kortaelli,0.03943
784,CH,OFENTAL,469,N0125,2, 17,0009,WESTERN ALPS,RHONE BASIN,46.01,8.0,6.0,5,9.0,N,N,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.02 / 8.,CEU,CEU-01,ofental,0.4,0.875,ofental g,0.04858,690.6783509004326,ofental g,0.04858
785,CH,OTEMMA,370,N0128,2,  7,0034,WESTERN ALPS,RHONE BASIN,45.95,7.45,5.0,1,7.0,SW,SW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,otemma,16.55,1.0,otemma,12.5925,1540.189717002524,porton nord,0.41422
786,CH,PALUE,398,L0119,3,  4,0100,EASTERN ALPS,ADDA BASIN,46.37,9.98,6.0,2,9.0,E,E,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,palue,6.62,0.6666666666666666,palue v da,5.265630000000001,773.9901563481844,palue v da,5.265630000000001
787,CH,PANEYROSSE,456,N0121,7,  2,0044,WESTERN ALPS,RHONE BASIN,46.27,7.17,6.0,4,6.0,N,N,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,paneyrosse,0.45,0.72,paneirosse g de,0.30125,1897.0332486980544,paneirosse g de,0.30125
788,CH,PARADIES,412,R0131,3,N 6,0086,WESTERN ALPS,RHEIN BASIN,46.5,9.07,6.0,0,6.0,N,NE,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,paradies,4.6,0.9411764705882353,paradiesg,1.80375,1461.9636777667417,canalg-ii,0.09867000000000001
789,CH,PARADISINO (CAMPO),397,L0119,5,  1,0101,EASTERN ALPS,ADDA BASIN,46.42,10.1,6.0,3,9.0,NW,W,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.42 / 10.12.,CEU,CEU-01,paradisino (campo),0.55,0.5185185185185185,paradiesg,1.80375,782.7252466695904,camp vedreit da,0.25625
790,CH,PIERREDAR,452,N0121,6,  5,0049,WESTERN ALPS,RHONE BASIN,46.32,7.17,6.0,4,4.0,N,N,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.32 / 7.18.,CEU,CEU-01,pierredar,0.67,0.782608695652174,pierredar g de,0.30266,1724.7086569772484,tête ronde-nw,0.03685
791,CH,PIZOL,417,R0135,0,D1,0081,WESTERN ALPS,LIMMAT BASIN,46.97,9.4,6.0,5,6.0,N,N,,"Reference: Huss, M., 2010. Mass balance of Pizolgletscher. Geographica Helvetica, 65(2), 80-92.",CEU,CEU-01,pizol,0.32,0.9090909090909091,pizolg,0.08855,1164.2832858159907,pizolg,0.08855
792,CH,PLAINE MORTE,4246,R0135,5F,003,,WESTERN ALPS,AARE BASIN,46.38,7.49,0.0,,6.0,N,N,,,CEU,CEU-01,plaine morte,,0.75,g de la plaine morte,7.29375,803.2350284134519,plaine morte-w g de la,0.11517999999999999
793,CH,PLATTALVA,420,R0135,0,I 7,0114,WESTERN ALPS,LIMMAT BASIN,46.83,8.98,6.0,5,6.0,E,E,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,plattalva,0.73,0.6,piz muttala,0.06337999999999999,858.7833594737128,griessfirn-n,0.33594
794,CH,PORCHABELLA,410,R0131,2,E 4,0088,EASTERN ALPS,RHEIN BASIN,46.63,9.88,6.0,1,6.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,porchabella,2.59,0.8148148148148148,porchabella v da,1.67562,230.99808649386327,porchabella v da,1.67562
795,CH,PRAPIO,453,N0121,6,  3,0048,WESTERN ALPS,RHONE BASIN,46.32,7.2,6.0,5,7.0,NW,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,prapio,0.36,0.7058823529411765,prapio g du,0.21156,507.3981711434888,prapio g du,0.21156
796,CH,PUNTEGLIAS,415,R0131,4,M 9,0083,WESTERN ALPS,RHEIN BASIN,46.79,8.94,6.0,1,7.0,SE,S,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.78 / 8.95.,CEU,CEU-01,punteglias,0.93,0.7142857142857143,fuorcla punteglias,0.25875,455.2195286245346,piz urlaun-s,0.22155999999999998
797,CH,RAETZLI (PLAINE MORTE),434,R0135,5F,003,0065,WESTERN ALPS,AARE BASIN,46.39,7.51,6.0,2,6.0,N,NW,4246.0,,CEU,CEU-01,raetzli (plaine morte),9.8,0.6190476190476191,g de la plaine morte,7.29375,1242.7844205929455,g de la plaine morte,7.29375
798,CH,RHONE,473,N0124,3,  3,0001,WESTERN ALPS,RHONE BASIN,46.62,8.4,5.0,1,4.0,S,S,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,rhone,15.8,0.9090909090909091,rhoneg,15.31,218.31542308989282,rhoneg,15.31
799,CH,RIED,387,N0125,4,  3,0017,WESTERN ALPS,RHONE BASIN,46.13,7.85,5.0,3,9.0,NW,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,ried,8.26,0.8888888888888888,riedg,7.31687,1359.600642759509,duerreng,0.0804
800,CH,ROSEG,406,J1432,3, 11,0092,EASTERN ALPS,INN BASIN,46.37,9.83,5.0,1,7.0,N,N,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.38 / 9.83.,CEU,CEU-01,roseg,8.72,0.7272727272727273,rhoneg,15.31,1329.8598326187453,chapuetschin v dal,0.34719
801,CH,ROSENLAUI,445,R0135,4,J 2,0056,WESTERN ALPS,AARE BASIN,46.65,8.15,5.0,2,6.0,NE,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,rosenlaui,5.9,0.9473684210526315,rosenlauig,5.4025,779.0497889349389,rosenlauig,5.4025
802,CH,ROSSBODEN,462,L0120,2,  4,0105,WESTERN ALPS,TESSIN BASIN,46.18,8.0,5.0,3,9.0,N,NE,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.18 / 8.02.,CEU,CEU-01,rossboden,1.89,0.8888888888888888,rossbodeg,1.18125,296.84882278998515,senggchuppa,0.05822000000000001
803,CH,ROTFIRN NORD,430,R0135,1,F13,0069,WESTERN ALPS,REUSS BASIN,46.66,8.42,6.0,1,9.0,E,NE,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.67 / 8.43.,CEU,CEU-01,rotfirn nord,1.21,0.7368421052631579,rotfirn,0.83609,209.8655249137434,schattmigstock,0.91625
804,CH,ROTTAL,3309,,,,,WESTERN ALPS,Valais/Saas,46.12,8.0,,,,S,S,,COORDINATES: approximated from google earth.,CEU,CEU-01,rottal,,0.75,rottalg-nw,0.11748,661.9842396722275,maelliga g,0.30266
805,CH,SALEINA,458,N0128,5, 16,0042,WESTERN ALPS,RHONE BASIN,45.98,7.07,5.0,1,8.0,E,NE,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,saleina,5.03,1.0,saleina,6.54063,951.763370126075,evole g de l',0.04557
806,CH,SANKT ANNA,432,R0135,1,E12,0067,WESTERN ALPS,REUSS BASIN,46.6,8.6,6.0,3,6.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,sankt anna,0.44,0.6363636363636364,st. annafirn,0.216973,251.4315800224496,st. annafirn,0.216973
807,CH,SARDONA,407,R0131,5,B 5,0091,WESTERN ALPS,RHEIN BASIN,46.92,9.27,6.0,4,6.0,E,E,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,sardona,0.38,0.7777777777777778,sardonag-ii,0.45469,976.7339191351205,chli g,0.21297
808,CH,SCALETTA,1680,4R013,2D,002,115,ALPS,,46.7,9.95,6.0,5,0.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,scaletta,0.66,0.9411764705882353,scalettag,0.21109,271.5760711015626,scalettag,0.21109
809,CH,SCHOENBUEHL GL.,3427,4N013,36,31,,WESTERN ALPS,RHONE BASIN,46.49,8.08,,,,SW,SW,,,CEU,CEU-01,schoenbuehl gl.,,0.8,schoenbuehlg-se,0.57719,756.1344090663671,schoenbuehlg-se,0.57719
810,CH,SCHWARZ,438,R0135,5,C 5,0062,WESTERN ALPS,AARE BASIN,46.42,7.67,5.0,1,9.0,SW,NW,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,schwarz,1.6,0.9333333333333333,schwarzg,1.09172,411.801145263308,schwarzg,1.09172
811,CH,SCHWARZBACH,4340,R0135,1,,,WESTERN ALPS,REUSS BASIN,46.59,8.61,,,,NE,NE,,,CEU,CEU-01,schwarzbach,,0.8461538461538461,schwarzbachfirn,0.05857999999999999,242.43411569906607,gitziaelpetli,0.0052
812,CH,SCHWARZBERG,395,N0125,2, 24,0010,WESTERN ALPS,RHONE BASIN,46.02,7.93,6.0,2,6.0,NE,NE,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,schwarzberg,5.33,0.9565217391304348,schwarzbergg,5.171880000000001,454.27007725091784,fluchthorn-e,0.018619999999999998
813,CH,SEEWJINEN,3333,,,,,,,46.0,7.94,,,,,,,,CEU,CEU-01,seewjinen,,0.9,seewjinen g,1.42375,664.1592927903483,seewjinen g,1.42375
814,CH,SESVENNA,401,J1430,3,  4,0097,EASTERN ALPS,INN BASIN,46.71,10.41,6.0,5,6.0,NE,N,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.72 / 10.42.,CEU,CEU-01,sesvenna,0.67,0.6956521739130435,sesvenna v da-e,0.38469000000000003,337.3484356324623,sesvenna v da-e,0.38469000000000003
815,CH,SEX ROUGE,454,N0121,6,  1,0047,WESTERN ALPS,RHONE BASIN,46.32,7.21,6.0,5,6.0,N,NW,,Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.33 / 7.22.,CEU,CEU-01,sex rouge,0.72,0.782608695652174,sex rouge g du,0.27047,333.42120918889356,prapio g du,0.21156
816,CH,SILLERN,2663,4R014,5B,11,,WESTERN ALPS,AARE BASIN,46.46,7.72,,,,W,W,,,CEU,CEU-01,sillern,,0.75,sillere g,0.11615,962.0236187766207,sillere g,0.11615
817,CH,SILVRETTA,408,R0131,0,G 5,0090,EASTERN ALPS,RHEIN BASIN,46.85,10.08,6.0,2,6.0,NW,W,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,silvretta,2.74,0.9473684210526315,silvrettag,2.67937,757.0025756761302,chammg,0.13219
818,CH,SIRWOLTE,1672,,,,0356,WESTERN ALPS,TESSIN BASIN,46.2,7.99,6.0,4,0.0,NE,NE,,"Entry from former field AUTHORS: ""DR. M. HOELZLE"".Remarks from LAT/LON-Check: controlled and corrected with maps. Former LAT/LON: 46.2 / 8.",CEU,CEU-01,sirwolte,0.45,0.5,siat,0.03015,540.5978752876819,boeshorn-ne,0.01383
819,CH,STEIN,448,R0135,4,E12,0053,WESTERN ALPS,AARE BASIN,46.7,8.43,5.0,2,8.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,stein,5.6,0.9090909090909091,steing,5.6875,387.07742314236435,steing,5.6875
820,CH,STEINLIMMI,447,R0135,4,E13,0054,WESTERN ALPS,AARE BASIN,46.7,8.4,5.0,1,7.0,N,N,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,steinlimmi,2.21,0.9,steinlimig,1.59375,474.92651538020016,steinlimig,1.59375
821,CH,SULZ,419,R0135,0,I 2,0079,WESTERN ALPS,LIMMAT BASIN,46.88,9.05,6.0,5,8.0,N,N,,Remarks from LAT/LON-Check: controlled and was okay.,CEU,CEU-01,sulz,0.2,0.8,sulzli,0.04607,769.4174628044218,hintersulzfirn,0.26172
822,CH,SURETTA,411,R0131,3,I 2,0087,EASTERN ALPS,RHEIN BASIN,46.52,9.38,6.0,1,7.0,NE,NE,,"Remarks from LAT/LON-Check: controlled and was not exact or clear, but not corrected.",CEU,CEU-01,suretta,1.17,0.8235294117647058,surettag-e,0.08347,986.4804876134989,surettag-e,0.08347
